created_at,entry_id,x,y,z,is_collision,batch_id
2025-01-09T01:57:34+00:00,1,-1.69,0.67,-9.14,1,644591
2025-01-09T01:57:51+00:00,2,-1.65,0.67,-9.18,1,644591
2025-01-09T01:58:09+00:00,3,-1.61,0.63,-9.22,1,644591
2025-01-09T01:58:26+00:00,4,-1.65,0.63,-9.18,1,644591
2025-01-09T01:58:43+00:00,5,-1.65,0.55,-9.26,1,644591
2025-01-09T01:59:10+00:00,6,-1.65,0.63,-9.18,1,489376
2025-01-09T01:59:48+00:00,7,-1.65,0.75,-9.18,1,489376
2025-01-09T02:00:08+00:00,8,-1.61,0.67,-9.18,1,489376
2025-01-09T02:00:25+00:00,9,-1.65,0.67,-9.14,1,489376
2025-01-09T02:00:51+00:00,10,-1.49,0.59,-9.26,1,833744
2025-01-09T02:01:22+00:00,11,-0.47,-0.98,-7.34,1,123681
2025-01-09T02:01:39+00:00,12,-1.22,1.92,-9.06,1,123681
2025-01-09T02:01:56+00:00,13,-1.61,0.59,-9.38,1,123681
2025-01-09T02:02:14+00:00,14,-1.29,1.29,-9.26,1,123681
2025-01-09T02:02:31+00:00,15,-0.2,-0.75,-13.26,1,123681
2025-01-09T02:03:16+00:00,16,-1.69,0.71,-9.1,1,877227
2025-01-09T02:03:33+00:00,17,-1.69,0.71,-9.18,1,877227
2025-01-09T02:03:51+00:00,18,-1.73,0.71,-9.14,1,877227
2025-01-09T02:04:08+00:00,19,-1.73,0.71,-9.18,1,877227
2025-01-09T02:04:25+00:00,20,-1.69,0.71,-9.14,1,877227
2025-01-09T02:04:51+00:00,21,-1.53,0.78,-9.14,1,397090
2025-01-09T02:05:08+00:00,22,-1.53,0.67,-9.26,1,397090
2025-01-09T02:05:26+00:00,23,-1.65,1.18,-9.53,1,397090
2025-01-09T02:05:43+00:00,24,-1.49,1.18,-9.49,1,397090
2025-01-09T02:06:00+00:00,25,-1.53,0.78,-9.18,1,397090
2025-01-09T02:06:27+00:00,26,-1.77,0.67,-9.1,1,251842
2025-01-09T02:06:44+00:00,27,-1.06,0.71,-9.65,1,251842
2025-01-09T02:07:02+00:00,28,1.8,1.22,-6.79,1,251842
2025-01-09T02:07:19+00:00,29,-1.8,1.06,-8.98,1,251842
2025-01-09T02:07:37+00:00,30,-1.57,0.98,-9.14,1,251842
2025-01-09T02:08:03+00:00,31,-1.8,0.82,-9.14,1,840052
2025-01-09T02:08:39+00:00,32,-1.92,0.67,-9.06,1,840052
2025-01-09T02:11:11+00:00,33,-1.53,0.78,-9.18,1,826907
2025-01-09T02:11:28+00:00,34,-1.57,0.75,-9.22,1,826907
2025-01-09T02:11:46+00:00,35,-1.57,0.78,-9.18,1,826907
2025-01-09T02:12:30+00:00,36,-1.84,0.63,-9.14,1,399815
2025-01-09T02:12:48+00:00,37,-1.88,0.63,-9.14,1,399815
2025-01-09T02:13:05+00:00,38,-1.84,0.67,-9.1,1,399815
2025-01-09T02:13:22+00:00,39,-1.88,0.63,-9.1,1,399815
2025-01-09T02:13:40+00:00,40,-1.92,0.63,-9.14,1,399815
2025-01-09T02:14:15+00:00,41,-2.35,0.51,-9.06,1,904968
2025-01-09T02:14:44+00:00,42,-1.77,0.59,-9.14,1,904968
2025-01-09T02:15:02+00:00,43,-1.8,0.59,-9.1,1,904968
2025-01-09T02:15:20+00:00,44,-1.8,0.59,-9.1,1,904968
2025-01-09T02:15:47+00:00,45,-1.73,0.16,-9.3,1,763725
2025-01-09T02:16:24+00:00,46,-1.41,1.06,-9.1,1,763725
2025-01-09T02:16:42+00:00,47,-1.84,0.55,-9.1,1,763725
2025-01-09T02:16:59+00:00,48,-1.88,0.55,-9.14,1,763725
2025-01-09T02:17:25+00:00,49,-1.8,0.51,-9.18,1,121200
2025-01-09T02:17:43+00:00,50,-1.84,0.59,-9.14,1,121200
2025-01-09T02:18:00+00:00,51,-2.43,6.28,-16.4,1,121200
2025-01-09T02:18:17+00:00,52,-2.04,0.31,-9.14,1,121200
2025-01-09T02:18:34+00:00,53,-2,0.51,-9.14,1,121200
2025-01-09T02:19:01+00:00,54,-1.96,0.63,-9.02,1,915574
2025-01-09T02:19:18+00:00,55,-7.41,-3.53,-22.79,1,915574
2025-01-09T02:19:39+00:00,56,-1.8,0.55,-9.18,1,915574
2025-01-09T02:19:56+00:00,57,-1.84,0.71,-9.14,1,915574
2025-01-09T02:20:14+00:00,58,-1.8,0.67,-9.22,1,915574
2025-01-09T02:20:40+00:00,59,-1.84,0.63,-9.18,1,295336
2025-01-09T02:20:57+00:00,60,-2,0.98,-9.02,1,295336
2025-01-09T02:21:15+00:00,61,-2.04,0.75,-8.9,1,295336
2025-01-09T02:21:32+00:00,62,-1.69,0.63,-9.1,1,295336
2025-01-09T02:21:49+00:00,63,-1.8,0.67,-9.1,1,295336
2025-01-09T02:22:16+00:00,64,-1.92,0.67,-9.1,1,550239
2025-01-09T02:22:34+00:00,65,-1.77,0.63,-9.02,1,550239
2025-01-09T02:22:51+00:00,66,-2.98,0.82,-7.96,1,550239
2025-01-09T02:23:08+00:00,67,-1.69,1.26,-9.18,1,550239
2025-01-09T02:23:26+00:00,68,1.73,13.06,-10.28,1,550239
2025-01-09T02:24:08+00:00,69,-1.84,0.78,-9.02,1,761252
2025-01-09T02:24:25+00:00,70,-1.92,0.71,-9.02,1,761252
2025-01-09T02:24:43+00:00,71,-1.06,0.9,-9.38,1,761252
2025-01-09T02:25:00+00:00,72,-0.78,0.9,-9.3,1,761252
2025-01-09T02:25:17+00:00,73,-0.98,0.71,-9.26,1,761252
2025-01-09T02:25:44+00:00,74,-1.92,0.71,-9.02,1,992353
2025-01-09T02:26:01+00:00,75,-1.92,0.67,-9.06,1,992353
2025-01-09T02:26:18+00:00,76,-2.04,0.71,-9.1,1,992353
2025-01-09T02:26:36+00:00,77,-1.92,0.75,-9.26,1,992353
2025-01-09T02:26:53+00:00,78,-1.96,0.75,-9.14,1,992353
2025-01-09T02:27:22+00:00,79,-1.88,0.63,-9.06,1,496014
2025-01-09T02:27:39+00:00,80,-1.88,0.63,-9.14,1,496014
2025-01-09T02:27:57+00:00,81,-1.84,0.63,-9.1,1,496014
2025-01-09T02:28:57+00:00,82,-2,0.59,-9.02,1,884822
2025-01-09T02:29:32+00:00,83,-2,0.59,-9.02,1,884822
2025-01-09T02:29:51+00:00,84,-2.12,0.71,-8.94,1,884822
2025-01-09T02:30:08+00:00,85,-2.04,0.63,-9.06,1,884822
2025-01-09T02:30:33+00:00,86,-2.04,0.59,-9.14,1,826227
2025-01-09T02:30:50+00:00,87,-1.22,0.04,-9.3,1,826227
2025-01-09T02:31:07+00:00,88,6.2,10.04,5.88,1,826227
2025-01-09T02:31:25+00:00,89,-1.84,0.43,-9.22,1,826227
2025-01-09T02:31:42+00:00,90,-1.88,0.78,-9.53,1,826227
2025-01-09T02:32:07+00:00,91,-1.92,0.67,-9.06,1,850861
2025-01-09T02:32:25+00:00,92,-1.92,0.67,-9.06,1,850861
2025-01-09T02:32:42+00:00,93,0.35,11.69,-8.51,1,850861
2025-01-09T02:32:59+00:00,94,-0.35,6,-6.63,1,850861
2025-01-09T02:33:16+00:00,95,-1.96,0.63,-9.02,1,850861
2025-01-09T02:33:41+00:00,96,-1.65,0.43,-9.14,1,553941
2025-01-09T02:33:58+00:00,97,4.9,4.12,8.83,1,553941
2025-01-09T02:34:15+00:00,98,-3.18,1.14,-7.65,1,553941
2025-01-09T02:34:33+00:00,99,-1.8,0.78,-9.14,1,553941
2025-01-09T02:34:50+00:00,100,-1.84,0.71,-9.02,1,553941
2025-01-09T02:35:14+00:00,101,-2,0.59,-9.02,1,342919
2025-01-09T02:35:32+00:00,102,-2.12,0.51,-9.02,1,342919
2025-01-09T02:35:49+00:00,103,16.63,-21.22,-13.89,1,342919
2025-01-09T02:36:06+00:00,104,-1.88,0.71,-8.83,1,342919
2025-01-09T02:36:24+00:00,105,-1.92,0.59,-9.02,1,342919
2025-01-09T02:36:48+00:00,106,-2.04,0.75,-8.94,1,223969
2025-01-09T02:37:05+00:00,107,-1.02,6.16,-12.75,1,223969
2025-01-09T02:37:29+00:00,108,-1.92,0.9,-9.26,1,223969
2025-01-09T02:37:47+00:00,109,-1.92,0.9,-9.02,1,223969
2025-01-09T02:39:25+00:00,110,-2,0.63,-9.1,1,457855
2025-01-09T02:48:55+00:00,111,-8.47,-2.98,2.82,1,744772
2025-01-09T02:49:56+00:00,112,6.16,-9.22,1.26,1,744772
2025-01-09T02:50:12+00:00,113,1.77,-9.73,-0.31,1,744772
2025-01-09T02:50:56+00:00,114,-1.65,0.75,-9.14,1,321369
2025-01-09T02:51:14+00:00,115,-1.61,0.71,-9.06,1,321369
2025-01-09T02:51:31+00:00,116,-1.61,0.71,-9.18,1,321369
2025-01-09T02:51:48+00:00,117,-1.61,0.75,-9.18,1,321369
2025-01-09T02:52:06+00:00,118,-1.61,0.71,-9.1,1,321369
2025-01-09T02:52:48+00:00,119,-1.77,1.02,-9.02,1,644218
2025-01-09T02:53:05+00:00,120,-2.08,0.55,-9.02,1,644218
2025-01-09T02:54:18+00:00,121,-2,0.71,-9.02,1,205690
2025-01-09T02:54:35+00:00,122,-2.04,0.75,-9.02,1,205690
2025-01-09T02:54:52+00:00,123,-2,0.71,-9.02,1,205690
2025-01-09T02:55:09+00:00,124,-2.04,0.63,-8.98,1,205690
2025-01-09T07:03:57+00:00,125,-1.69,0,-8.98,0,412815
2025-01-09T07:04:15+00:00,126,-1.69,0.08,-9.1,0,412815
2025-01-09T07:04:32+00:00,127,-1.65,0.04,-9.02,0,412815
2025-01-09T07:04:53+00:00,128,-1.73,0.08,-9.02,0,412815
2025-01-09T07:05:10+00:00,129,-1.73,0.16,-8.98,0,412815
2025-01-09T07:05:35+00:00,130,-2.31,-0.71,-8.94,0,954038
2025-01-09T07:05:52+00:00,131,-7.85,12.2,-15.93,0,954038
2025-01-09T07:06:10+00:00,132,-2.16,-0.78,-8.9,0,954038
2025-01-09T07:06:27+00:00,133,-2.43,-0.82,-8.9,0,954038
2025-01-09T07:06:44+00:00,134,-2.43,-0.86,-8.83,0,954038
2025-01-09T07:07:09+00:00,135,-2.59,-0.59,-8.9,1,380440
2025-01-09T07:07:27+00:00,136,-2.63,0.16,-8.98,1,380440
2025-01-09T07:07:44+00:00,137,2.2,-31.7,-14.63,1,380440
2025-01-09T07:08:02+00:00,138,-2.98,-0.94,-8.71,1,380440
2025-01-09T07:08:19+00:00,139,-4.24,-0.9,-5.57,1,380440
2025-01-09T07:08:44+00:00,140,-3.06,0.08,-8.24,1,688902
2025-01-09T07:09:01+00:00,141,-2.67,-0.16,-8.63,1,688902
2025-01-09T07:09:21+00:00,142,-2.82,-0.39,-9.69,1,688902
2025-01-09T07:09:39+00:00,143,-3.14,-0.04,-8.55,1,688902
2025-01-09T07:09:56+00:00,144,-3.1,0,-8.55,1,688902
2025-01-09T07:10:21+00:00,145,-3.57,-0.12,-8.47,1,402090
2025-01-09T07:10:38+00:00,146,-3.33,-0.35,-8.36,1,402090
2025-01-09T07:10:56+00:00,147,-4.86,-1.61,-8.04,1,402090
2025-01-09T07:11:13+00:00,148,-4.9,-0.98,-7.53,1,402090
2025-01-09T07:11:31+00:00,149,-4.9,-0.2,-7.69,1,402090
2025-01-09T07:11:56+00:00,150,-4.75,0.04,-7.88,1,745750
2025-01-09T07:12:14+00:00,151,0.04,5.96,26.91,1,745750
2025-01-09T07:12:32+00:00,152,-4.79,-0.08,-7.81,1,745750
2025-01-09T07:12:49+00:00,153,-4.94,0.04,-7.65,1,745750
2025-01-09T07:13:07+00:00,154,-4.94,0.12,-7.61,1,745750
2025-01-09T07:13:31+00:00,155,-2.82,-0.31,-8.75,1,454241
2025-01-09T07:13:49+00:00,156,4.08,10.28,-9.02,1,454241
2025-01-09T07:14:07+00:00,157,-3.22,0.24,-8.63,1,454241
2025-01-09T07:14:24+00:00,158,-3.61,0.04,-8.32,1,454241
2025-01-09T07:14:42+00:00,159,-3.77,0,-8.24,1,454241
2025-01-09T07:15:07+00:00,160,-4.16,0.04,-7.92,1,474009
2025-01-09T07:15:24+00:00,161,-0.59,21.69,-8.55,1,474009
2025-01-09T07:15:41+00:00,162,-4.04,0.12,-8.16,1,474009
2025-01-09T07:15:59+00:00,163,-4.12,0.12,-7.96,1,474009
2025-01-09T07:16:16+00:00,164,-4.43,0.35,-7.96,1,474009
2025-01-09T07:16:40+00:00,165,-4.43,0.04,-7.92,1,867633
2025-01-09T07:16:58+00:00,166,-2.35,1.88,-5.61,1,867633
2025-01-09T07:17:16+00:00,167,6.32,-0.86,-1.53,1,867633
2025-01-09T07:17:33+00:00,168,-4.51,0,-7.88,1,867633
2025-01-09T07:17:51+00:00,169,-4.47,0.04,-7.92,1,867633
2025-01-09T07:18:15+00:00,170,-4.9,0.2,-7.81,1,400715
2025-01-09T07:18:32+00:00,171,12.59,28.28,-27.18,1,400715
2025-01-09T07:18:50+00:00,172,-5.45,0.67,-7.22,1,400715
2025-01-09T07:19:07+00:00,173,-4.82,0.31,-7.69,1,400715
2025-01-09T07:19:24+00:00,174,-4.82,0.35,-7.69,1,400715
2025-01-09T07:19:49+00:00,175,-4.9,0.2,-7.65,1,132862
2025-01-09T07:20:06+00:00,176,9.14,0.94,-6.71,1,132862
2025-01-09T07:20:23+00:00,177,2.9,-6.51,-4.63,1,132862
2025-01-09T07:20:41+00:00,178,1.18,-9.69,0.04,1,132862
2025-01-09T07:20:58+00:00,179,1.49,-9.92,1.22,1,132862
2025-01-09T07:21:23+00:00,180,-4.24,-0.51,-7.37,1,661423
2025-01-09T07:21:40+00:00,181,1.96,9.77,13.65,1,661423
2025-01-09T07:21:57+00:00,182,-4.43,0.31,-7.81,1,661423
2025-01-09T07:22:15+00:00,183,-4.47,0.12,-7.92,1,661423
2025-01-09T07:22:32+00:00,184,-4.39,0.08,-7.96,1,661423
2025-01-09T07:22:57+00:00,185,-4.51,-0.08,-7.88,1,371698
2025-01-09T07:23:14+00:00,186,12.04,-0.16,-17.14,1,371698
2025-01-09T07:23:31+00:00,187,-3.69,1.1,-6.28,1,371698
2025-01-09T07:23:49+00:00,188,-4.31,0.08,-7.96,1,371698
2025-01-09T07:24:06+00:00,189,-4.31,0.08,-8,1,371698
2025-01-09T07:24:30+00:00,190,-4.55,0.04,-7.85,1,414291
2025-01-09T07:24:48+00:00,191,0.82,25.03,-17.14,1,414291
2025-01-09T07:25:05+00:00,192,-4.55,0.08,-7.88,1,414291
2025-01-09T07:25:23+00:00,193,-4.59,0.12,-7.96,1,414291
2025-01-09T07:25:40+00:00,194,-4.59,0.16,-7.88,1,414291
2025-01-09T07:26:05+00:00,195,-4.71,0.12,-7.77,1,901879
2025-01-09T07:26:22+00:00,196,-0.67,-5.02,2.79,1,901879
2025-01-09T07:26:39+00:00,197,-4.9,0.04,-7.65,1,901879
2025-01-09T07:26:57+00:00,198,-4.86,0.08,-7.65,1,901879
2025-01-09T07:27:14+00:00,199,-4.75,0.04,-7.73,1,901879
2025-01-09T07:27:39+00:00,200,-4.75,0.04,-7.3,1,616050
2025-01-09T07:27:56+00:00,201,-5.96,1.26,-5.1,1,616050
2025-01-09T07:28:13+00:00,202,-8.43,14.44,-23.1,1,616050
2025-01-09T07:28:31+00:00,203,-4.98,-0.98,-7.49,1,616050
2025-01-09T07:28:48+00:00,204,-4.51,0.12,-7.61,1,616050
2025-01-09T07:29:12+00:00,205,-4.71,-1.26,-7.37,1,959589
2025-01-09T07:29:30+00:00,206,1.29,-1.8,-4.98,1,959589
2025-01-09T07:29:47+00:00,207,0.31,17.1,-8.63,1,959589
2025-01-09T07:30:05+00:00,208,-5.3,-0.24,-7.18,1,959589
2025-01-09T07:30:22+00:00,209,-4.51,0.16,-8.04,1,959589
2025-01-09T07:30:47+00:00,210,-4.55,0.2,-7.77,1,356760
2025-01-09T07:31:04+00:00,211,2.24,2.31,-48.64,1,356760
2025-01-09T07:31:21+00:00,212,-4.24,0.16,-8.04,1,356760
2025-01-09T07:31:39+00:00,213,-4.43,0.2,-7.92,1,356760
2025-01-09T07:31:56+00:00,214,-4.47,0.12,-7.92,1,356760
2025-01-09T07:32:21+00:00,215,1.96,1.02,2.12,1,390303
2025-01-09T07:32:38+00:00,216,-9.45,2.04,-9.02,1,390303
2025-01-09T07:32:56+00:00,217,-0.27,0.24,-9.26,1,390303
2025-01-09T07:33:13+00:00,218,-0.59,-0.2,-9.3,1,390303
2025-01-09T07:33:31+00:00,219,-0.71,-0.08,-9.38,1,390303
2025-01-09T07:33:56+00:00,220,0.2,0.63,-9.34,1,280632
2025-01-09T07:34:14+00:00,221,1.73,0.43,-7.85,1,280632
2025-01-09T07:34:31+00:00,222,-1.06,-0.12,-9.22,1,280632
2025-01-09T07:34:48+00:00,223,-0.78,0,-9.22,1,280632
2025-01-09T07:35:06+00:00,224,-0.75,-0.08,-9.22,1,280632
2025-01-09T07:35:30+00:00,225,-0.39,1.22,-10.55,1,493385
2025-01-09T07:35:47+00:00,226,-0.35,-0.35,-9.26,1,493385
2025-01-09T07:36:05+00:00,227,-4.2,-0.9,-4.04,1,493385
2025-01-09T07:36:22+00:00,228,-0.51,-0.47,-9.3,1,493385
2025-01-09T07:36:40+00:00,229,-0.55,-0.55,-9.22,1,493385
2025-01-09T07:37:04+00:00,230,-0.63,-0.43,-9.26,1,756804
2025-01-09T07:37:21+00:00,231,0,-1.26,-8.98,1,756804
2025-01-09T07:37:39+00:00,232,-0.55,-0.63,-9.22,1,756804
2025-01-09T07:37:57+00:00,233,-0.75,-0.67,-9.34,1,756804
2025-01-09T07:38:14+00:00,234,-0.71,-0.63,-9.14,1,756804
2025-01-09T07:38:39+00:00,235,-1.49,-0.59,-9.06,1,733832
2025-01-09T07:38:56+00:00,236,-1.14,0,-9.18,1,733832
2025-01-09T07:39:13+00:00,237,-1.77,-0.63,-9.06,1,733832
2025-01-09T07:39:31+00:00,238,-1.53,-0.59,-9.1,1,733832
2025-01-09T07:39:48+00:00,239,-1.53,-0.63,-9.18,1,733832
2025-01-09T07:40:13+00:00,240,-1.1,-0.78,-8.83,1,496322
2025-01-09T07:40:30+00:00,241,-3.49,-1.96,2.24,1,496322
2025-01-09T07:40:47+00:00,242,-0.75,-0.35,-9.18,1,496322
2025-01-09T07:41:05+00:00,243,-0.94,-0.47,-9.18,1,496322
2025-01-09T07:41:22+00:00,244,-0.82,-0.78,-9.38,1,496322
2025-01-09T07:41:47+00:00,245,-1.49,-0.59,-9.1,1,658922
2025-01-09T07:42:04+00:00,246,23.3,8.36,-7.14,1,658922
2025-01-09T07:42:21+00:00,247,-1.41,-0.39,-9.14,1,658922
2025-01-09T07:42:39+00:00,248,-1.45,-0.39,-9.1,1,658922
2025-01-09T07:42:57+00:00,249,-1.49,-0.39,-9.18,1,658922
2025-01-09T07:43:23+00:00,250,-0.67,-0.39,-9.22,1,259929
2025-01-09T07:43:41+00:00,251,-8.28,1.33,-15.69,1,259929
2025-01-09T07:44:00+00:00,252,-0.94,-0.71,-9.22,1,259929
2025-01-09T07:44:18+00:00,253,-0.9,-0.67,-9.1,1,259929
2025-01-09T07:44:37+00:00,254,-0.9,-0.55,-9.22,1,259929
2025-01-09T07:45:03+00:00,255,-0.59,0.47,-9.26,1,969764
2025-01-09T07:45:21+00:00,256,1.14,8,-9.81,1,969764
2025-01-09T07:45:39+00:00,257,-0.71,0.51,-9.14,1,969764
2025-01-09T07:45:59+00:00,258,-0.67,0.31,-9.18,1,969764
2025-01-09T07:46:17+00:00,259,-0.63,0.31,-9.18,1,969764
2025-01-09T07:46:41+00:00,260,-0.78,0.35,-9.22,1,406206
2025-01-09T07:46:59+00:00,261,-11.53,5.81,-11.77,1,406206
2025-01-09T07:47:18+00:00,262,-0.75,0.55,-9.26,1,406206
2025-01-09T07:47:36+00:00,263,-0.75,0.59,-9.22,1,406206
2025-01-09T07:47:53+00:00,264,-0.78,0.51,-9.26,1,406206
2025-01-09T07:48:18+00:00,265,-0.31,0.82,-9.14,0,608463
2025-01-09T07:48:35+00:00,266,-0.2,0.39,-9.1,0,608463
2025-01-09T07:48:52+00:00,267,-0.43,0.47,-9.22,0,608463
2025-01-09T07:49:09+00:00,268,-0.43,0.39,-9.18,0,608463
2025-01-09T07:49:27+00:00,269,-0.43,0.43,-9.18,0,608463
2025-01-09T07:49:51+00:00,270,-0.94,0.16,-9.18,1,932217
2025-01-09T07:50:09+00:00,271,0.71,-5.77,-10.16,1,932217
2025-01-09T07:50:26+00:00,272,-0.67,0.35,-9.26,1,932217
2025-01-09T07:50:44+00:00,273,-0.82,0.2,-9.22,1,932217
2025-01-09T07:51:01+00:00,274,-0.67,0.12,-9.3,1,932217
2025-01-09T07:51:25+00:00,275,-0.9,0.04,-8.12,1,930710
2025-01-09T07:51:43+00:00,276,2.43,31.11,-3.45,1,930710
2025-01-09T07:52:01+00:00,277,-0.59,0.82,-9.3,1,930710
2025-01-09T07:52:18+00:00,278,-0.82,0.2,-9.22,1,930710
2025-01-09T07:52:36+00:00,279,-0.86,0.24,-9.22,1,930710
2025-01-09T07:53:00+00:00,280,-0.55,0.43,-9.22,1,101210
2025-01-09T07:53:18+00:00,281,-0.24,30.44,-14.67,1,101210
2025-01-09T07:53:36+00:00,282,-0.39,0.9,-9.06,1,101210
2025-01-09T07:53:53+00:00,283,-0.51,0.43,-9.18,1,101210
2025-01-09T07:54:11+00:00,284,1.77,0.67,-9.22,1,101210
2025-01-09T07:54:35+00:00,285,-0.63,0.55,-9.14,1,843169
2025-01-09T07:54:52+00:00,286,-1.06,32.87,-5.26,1,843169
2025-01-09T07:55:09+00:00,287,0.2,0.55,-9.41,1,843169
2025-01-09T07:55:27+00:00,288,-0.51,0.51,-9.26,1,843169
2025-01-09T07:55:44+00:00,289,-0.31,0.47,-9.45,1,843169
